SMILES,Tg
*Oc1c(cc(cc1)C1(CCCCC1)c1cc(c(cc1)OC(=O)*)Cl)Cl,179.0
*Oc1ccc(cc1)C1(c2ccccc2c2ccccc12)c1ccc(cc1)OC(=O)*,303.33
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(c1ccccc1)c1ccccc1,159.2
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(C(F)(F)F)C(F)(F)F,173.55
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(C(Cl)(F)F)C(Cl)(F)F,183.5
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(c1ccccc1)C#N,138.0
*Oc1cc(ccc1)C(C(C(c1cc(ccc1)OC(=O)*)(F)F)(F)F)(F)F,46.0
*Oc1ccc(cc1)C(c1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(C)C)(C)C,154.0
*Oc1c(cc(cc1C)C(c1cc(c(c(c1)C)OC(=O)*)C)(C)C)C,193.62
*Oc1ccc(cc1)Cc1ccc(cc1)OC(=S)*,95.0
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=S)*)C,101.67
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=S)*)CC,97.33
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=S)*)CCC,129.0
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=S)*)C(C)C,135.0
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=S)*)C(CC)CC,148.0
*Oc1ccc(cc1)C1(CCCC1)c1ccc(cc1)OC(=S)*,79.0
*Oc1ccc(cc1)C1(CCCCC1)c1ccc(cc1)OC(=S)*,155.0
*Oc1ccc(cc1)C1(CCC(CC1)C)c1ccc(cc1)OC(=S)*,168.0
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=S)*)c1ccccc1,179.0
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=S)*)c1c2c(ccc1)cccc2,191.0
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=S)*)(C)C,140.5
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=S)*)(CC)C,102.0
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=S)*)(CC(C)C)C,128.0
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=S)*)(CC)CC,121.0
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=S)*)(c1ccccc1)C,181.0
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=S)*)(CC)c1ccccc1,173.0
*OC(=O)OCCCC*,-28.75
*OC(=O)OCCCCCCCCCC*,-39.67
*Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O)*)C(C)C)(C)C)C(C)C,80.0
*Oc1cc(c(c(c1)Br)C(c1c(cc(cc1Br)OC(=O)*)Br)(C)C)Br,267.0
*Oc1cc(c(c(c1)Cl)C(c1c(cc(cc1Cl)OC(=O)*)Cl)(C)C)Cl,240.0
*OC(=O)OCCCCC*,-40.0
*C1(c2c(C(=O)O1)cccc2)c1ccc(cc1)OC(=O)Oc1ccc(cc1)*,252.5
*Oc1ccc(cc1)C(=C(Cl)Cl)c1ccc(cc1)OC(=O)*,167.67
*Oc1ccc(cc1)C1(C2CCC(C1)C2)c1ccc(cc1)OC(=O)*,230.0
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)C(Cl)(Cl)Cl,230.0
*OC(=O)OCC(CS(=O)(=O)CC(C*)(C)C)(C)C,50.0
*Oc1c(cc(cc1C)C(c1cc(c(c(c1)Cl)OC(=O)*)C)(C)C)Cl,154.0
*NCC*,-8.55
*N(CC*)C(=O)C,77.0
*N(CC*)C(=O)CC,59.08
*N(CC*)C(=O)CCC,33.33
*N(CC*)C(=O)C(C)C,30.0
*N(CC*)C(=O)CCCC,13.0
*N(CC*)C(=O)CC(C)C,30.0
*N(CC*)C(=O)CCCCC,7.0
*N(CCC*)C(=O)CCCCC,-16.0
*N(CC*)C(=O)CCCCCC,10.0
*N(CC*)C(=O)CCCCCCC,10.0
*N(CC*)C(=O)CCCCCCCCCCC,10.0
*N(CC*)C(=O)CCCCCCCCCCCCCCCCC,10.0
*N(CC*)C(=O)c1ccccc1,108.5
*N(CCC*)C(=O)c1ccccc1,72.0
*N(CC*)C(=O)c1cc2c(cc1)cccc2,130.0
*N(CCC*)C(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,25.0
*N(CCC*)C(=O)C,30.0
*N(CCC*)C(=O)CC,8.0
*N(CC*)C(=O)CCC(=O)OC,31.0
*c1nc2c(nc1)ccc(c2)c1ccc2c(nc(cn2)c2ccc(cc2)*)c1,376.0
*c1nc2c(nc1)ccc(c2)c1ccc2c(nc(cn2)c2ccc(cc2)c2ccc(cc2)c2ccc(cc2)*)c1,305.0
*c1c(nc2c(n1)cc(cc2)c1cc2c(nc(c(n2)c2ccc(cc2)*)c2ccccc2)cc1)c1ccccc1,367.45
*c1ccc2c(nc(cn2)c2ccc(cc2)c2nc3c(nc2)ccc(c3)C(=O)*)c1,318.0
*c1cc2c(nc(c(n2)c2ccc(cc2)c2c(nc3c(n2)cc(cc3)C(=O)*)c2ccccc2)c2ccccc2)cc1,323.79
*c1nc2c(nc1)ccc(c2)S(=O)(=O)c1ccc2c(nc(cn2)c2ccc(cc2)*)c1,342.0
*c1c(nc2c(n1)cc(cc2)S(=O)(=O)c1cc2c(nc(c(n2)c2ccc(cc2)*)c2ccccc2)cc1)c1ccccc1,291.8
*c1nc2cc3c(cc2nc1)ncc(n3)c1ccc(cc1)*,392.0
*c1nc2cc3c(cc2nc1c1ccccc1)nc(c(n3)c1ccc(cc1)*)c1ccccc1,395.0
*c1nc2cc3c(cc2nc1c1ccccc1)nc(c(n3)c1cc(ccc1)*)c1ccccc1,365.0
*c1c(nc2c(n1)cc(cc2)c1cc2c(nc(c(n2)c2cc(ccc2)*)c2ccccc2)cc1)c1ccccc1,320.0
*c1cc2c(nc(cn2)c2ccc(cc2)c2nc3c(nc2)cc(cc3)C(=O)*)cc1,318.0
*c1nc2c(nc1)cc(cc2)S(=O)(=O)c1cc2c(nc(cn2)c2ccc(cc2)*)cc1,342.0
*c1nc2c(nc1)cc(cc2)c1ccc2c(nc(cn2)c2ccc(cc2)*)c1,376.0
*c1nc2cc3c(cc2nc1)nc(cn3)c1ccc(cc1)*,392.0
*c1nc2c(nc1c1ccccc1)cc(cc2)S(=O)(=O)c1cc2c(nc(c(n2)c2ccccc2)c2ccc(cc2)*)cc1,345.0
*c1nc2cc3c(cc2nc1c1ccccc1)nc(c(n3)c1ccccc1)c1cc(ccc1)*,365.0
*c1nc2cc3c(cc2nc1c1ccccc1)nc(c(n3)c1ccccc1)c1ccc(cc1)*,395.0
*c1nc2c(c(c1)c1ccccc1)cc(cc2)*,415.0
*c1cc2c(nc(c(n2)c2ccccc2)c2ccc(cc2)c2c(nc3c(n2)cc(cc3)C(=O)*)c2ccccc2)cc1,323.79
*c1nc2c(nc1c1ccccc1)cc(cc2)c1cc2c(nc(c(n2)c2ccccc2)c2ccc(cc2)c2ccc(cc2)*)cc1,404.0
*c1nc2c(nc1c1ccccc1)cc(cc2)S(=O)(=O)c1cc2c(nc(c(n2)c2ccc(cc2)*)c2ccccc2)cc1,277.5
*c1nc2c(nc1)cc(cc2)c1cc2c(nc(cn2)c2ccc(cc2)c2ccc(cc2)*)cc1,345.5
*c1nc2c(nc1)cc(cc2)c1cc2c(nc(cn2)c2ccc(cc2)*)cc1,350.0
*N1CCN(CC1)C(=O)c1c(cccc1)c1c(cccc1)C(=O)*,193.0
*N1CCN(CC1)C(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)*)(CC)C,225.5
*N1CCN(CC1)C(=O)CCC1(c2ccccc2c2ccccc12)CCC(=O)*,145.0
*N1C(=O)C(CC1=O)CC*,121.0
*c1cc2c(nc([nH]2)S(=O)(=O)c2nc3c([nH]2)ccc(c3)c2cc(ccc2)*)cc1,286.5
*c1nc(nc(n1)N(c1ncnc(n1)N(*)c1ccccc1)c1ccccc1)c1ccccc1,273.5
*c1nc(nc(n1)C(C(C(C(C(C(*)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(C(C(F)(F)F)(F)F)(F)F,-11.0
*c1nc2c([nH]1)cc(cc2)c1cc2c(nc([nH]2)c2cc(ccc2)*)cc1,395.88
*c1nc2c([nH]1)cc(cc2)c1cc2c(nc([nH]2)c2cc3c(cc2)cc(cc3)*)cc1,403.0
*c1nc(nc(n1)NCCCCCCN*)c1ccccc1,95.0
*c1nc(nc(n1)N(CCCCCCN(*)C)C)c1ccccc1,57.0
*c1nc(nc(n1)N(CCCCCCN(*)c1ccccc1)c1ccccc1)c1ccccc1,74.0
*c1nc2c(nc1c1ccccc1)cc(cc2)c1cc2c(nc(c(n2)c2ccc(cc2)*)c2ccccc2)cc1,367.45
*c1nc2c(nc1c1ccccc1)cc(cc2)c1cc2c(nc(c(n2)c2cc(ccc2)*)c2ccccc2)cc1,319.0
*c1nc2c(nc1c1cc3c(cc1)cccc3)cc(cc2)c1cc2c(nc(c(n2)c2ccc(cc2)*)c2cc3c(cc2)cccc3)cc1,333.0
*c1nc2c(nc1c1cc3c(cc1)cccc3)cc(cc2)c1cc2c(nc(c(n2)c2cc(ccc2)*)c2cc3c(cc2)cccc3)cc1,317.0
*c1ncnc(n1)N(CCCCN(*)c1ccccc1)c1ccccc1,91.0
*c1ncnc(n1)N(CCCCCCN(*)c1ccccc1)c1ccccc1,72.0
*c1ncnc(n1)N(CCCCCCCCCCN(*)c1ccccc1)c1ccccc1,55.0
*c1nc(nc(n1)N(CCCCN(*)c1ccccc1)c1ccccc1)C,89.5
*c1nc(nc(n1)N(CCCCCCN(*)c1ccccc1)c1ccccc1)C,67.0
*c1nc(nc(n1)N(CCCCCCCCCCN(*)c1ccccc1)c1ccccc1)C,48.0
*c1nc(nc(n1)N(CCCCN(*)c1ccccc1)c1ccccc1)c1ccccc1,89.5
*c1nc(nc(n1)N(CCCCCCCCCCN(*)c1ccccc1)c1ccccc1)c1ccccc1,62.0
*c1n(c(nn1)c1cc(ccc1)c1n(c(nn1)c1ccc(cc1)*)c1ccccc1)c1ccccc1,265.0
*O[Si](Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)(C)C,45.0
*O[Si](c1cc(ccc1)*)(c1ccccc1)c1ccccc1,58.5
*[Si](CCC*)(c1ccc(cc1)N(C)C)C,6.5
*[Si](CCC*)(c1ccc(cc1)N(C)C)c1ccccc1,52.0
*[Si](CCC*)(c1ccccc1)C,-1.5
*[Si](C*)(C)C,-91.17
*[Si](CCC*)(C)C,-72.5
*[Si](CCC*)(c1ccc(cc1)C)c1ccc(cc1)C,38.0
*O[Si](*)(CC)CC,-105.5
*O[Si](*)(CCC)CCC,-77.5
*O[Si](O[Si](O[Si](*)(c1c(c(c(c(c1F)F)F)F)F)c1c(c(c(c(c1F)F)F)F)F)(C)C)(C)C,-42.0
*O[Si](O[Si](O[Si](*)(c1c(c(c(c(c1F)F)Cl)F)F)C)(C)C)(C)C,-75.0
*O[Si](O[Si](*)(c1c(c(c(c(c1F)F)F)F)F)C)(C)C,-65.0
*O[Si](O[Si](O[Si](*)(c1c(c(c(c(c1F)F)F)F)F)C)(C)C)(C)C,-83.0
*O[Si](CCC(C(C(C(C(C(CC[Si](*)(CCC(F)(F)F)C)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(CCC(F)(F)F)C,-24.0
*O[Si](CCC(C(C(C(C(C(C(C(C(C(CC[Si](*)(CCC(F)(F)F)C)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(CCC(F)(F)F)C,-11.0
*O[Si](CCC(C(C(C(C(C(C(C(CC[Si](*)(CCC(F)(F)F)C)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(CCC(F)(F)F)C,-28.0
*O[Si](CCC(C(C(C(CC[Si](*)(CCC(F)(F)F)C)(F)F)(F)F)(F)F)(F)F)(CCC(F)(F)F)C,-25.0
*O[Si](CCC(CC[Si](*)(CCC(F)(F)F)C)(F)F)(CCC(F)(F)F)C,-38.0
*O[Si](CCC(C(CC[Si](*)(CCC(F)(F)F)C)(F)F)(F)F)(CCC(F)(F)F)C,-27.0
*O[Si](*)(C)C,-116.0
*O[Si](*)(c1c(c(c(c(c1F)F)F)F)F)C,-25.0
*O[Si](*)(CCC(F)(F)F)C,-69.94
*O[Si](*)(c1ccccc1)C,-24.27
*O[Si](Oc1ccc(cc1)*)(c1ccccc1)C,95.0
*O[Si](Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)(c1ccccc1)C,58.0
*O[Si](Oc1ccc(cc1)*)(C)C,90.0
*O[Si](c1c(c(c(c(c1F)F)F)[Si](*)(C)C)F)(C)C,-28.5
*O[Si](O[Si](O[Si](O[Si](c1cc(ccc1)[Si](*)(c1ccccc1)C)(c1ccccc1)C)(C)C)(C)C)(C)C,-42.0
*O[Si](O[Si](c1c(c(c(c(c1F)F)F)[Si](*)(C)C)F)(C)C)(C)C,-61.0
*O[Si](c1cc(ccc1)C(C(c1cc(ccc1)[Si](*)(C)C)(F)F)(F)F)(C)C,-2.0
*O[Si](c1cc(ccc1)C(C(C(c1cc(ccc1)[Si](*)(C)C)(F)F)(F)F)(F)F)(C)C,-8.0
*O[Si](O[Si](c1ccc(cc1)[Si](*)(C)C)(C)C)(C)C,-62.5
*O[Si](O[Si](O[Si](O[Si](O[Si](c1ccc(cc1)[Si](*)(C)C)(C)C)(C)C)(C)C)(C)C)(C)C,-80.0
*O[Si](O[Si](O[Si](O[Si](c1cc(ccc1)[Si](*)(C)C)(C)C)(C)C)(C)C)(C)C,-75.0
*O[Si](O[Si](O[Si](O[Si](c1ccc(cc1)[Si](*)(C)C)(C)C)(C)C)(C)C)(C)C,-72.0
*O[Si](O[Si](O[Si](c1ccc(cc1)[Si](*)(C)C)(C)C)(C)C)(C)C,-62.0
*O[Si](O[Si](c1ccc(cc1)[Si](*)(C)C)(C)C)(c1ccccc1)c1ccccc1,0.0
*O[Si](c1ccc(cc1)[Si](*)(C)C)(C)C,-29.33
*O[Si](*)(c1ccccc1)c1ccccc1,45.8
*[Si](C/C=C\C*)(C)C,-57.5
*[Si](C/C=C\C*)(c1ccccc1)C,-1.0
*[Si](C/C=C\C*)(CCCOc1ccccc1)c1ccccc1,-5.0
*[Si](C/C=C\C*)(CCCOc1cc2c(cc1)cccc2)C,-1.0
*[Si](C/C=C\C*)(CCCOc1ccc(cc1)c1ccccc1)C,10.0
*[Si](C/C=C\C*)(CCCOc1ccccc1)C,-30.0
*O[Si](*)(CCCCCCCCOc1ccc(cc1)C(=O)Oc1c(cc(cc1)C#N)C)C,1.0
*[Si](C*)(CCCCCC)C,-77.6
*[Si](C*)(CCCN(CC)CC)C,-61.2
*[Si](C*)(CCCn1c2ccccc2c2ccccc12)C,71.2
*O[Si](*)(CCCn1c2ccccc2c2ccccc12)C,51.0
*[Si](C*)(CCCOCCOCCOC)C,-73.3
*[Si](C*)(CCC)CCC,-41.0
*[Si](C*)(CCCC)CCCC,-30.0
*[Si](C*)(CCCCC)CCCCC,-55.0
*[Si](C*)(CCCCCC)CCCCCC,-56.0
*N=P(*)(OC)OC,-75.33
*N=P(*)(OCC)OCC,-87.33
*N=P(*)(OCCC)OCCC,-100.0
*N=P(*)(OCCCC)OCCCC,-105.0
*N=P(*)(OCCCCC)OCCC,-100.0
*N=P(*)(OCCCCC)OCCCCC,-104.0
*N=P(*)(OCCCCCC)OCCCCCC,-104.0
*N=P(*)(OCCCCCCC)OCCCCCCC,-94.0
*N=P(*)(OCCCCCCCC)OCCCCCCCC,-84.0
*N=P(*)(OCCCCCCCCC)OCCCCCCCCC,-56.0
*N=P(*)(OCCCCCCCCCC)OCCCCCCCCCC,-44.0
*N=P(*)(Oc1ccccc1)Oc1ccccc1,-4.9
*N=P(*)(Oc1ccc(cc1)c1ccccc1)Oc1ccc(cc1)c1ccccc1,69.67
*N=P(*)(OCc1ccccc1)OCc1ccccc1,-31.4
*N=P(*)(OCc1ccc(cc1)c1ccccc1)OCc1ccc(cc1)c1ccccc1,52.0
*N=P(*)(OCCc1ccccc1)OCCc1ccccc1,-32.7
*N=P(*)(OCCCc1ccccc1)OCCCc1ccccc1,-47.0
*N=P(*)(OCC(F)(F)F)OCC(F)(F)F,-66.57
*N=P(*)(OCC(C(F)(F)F)(F)F)OCC(C(F)(F)F)(F)F,-65.0
*N=P(*)(OCC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)OCC(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-40.0
*N=P(*)(Oc1ccc(cc1)F)Oc1ccc(cc1)F,-10.0
*N=P(*)(Oc1cc(ccc1)C(F)(F)F)Oc1cc(ccc1)C(F)(F)F,-35.0
*N=P(*)(OCc1ccc(cc1)Br)OCc1ccc(cc1)Br,-0.8
*N=P(*)(OCCOC)OCCOC,-75.0
*N=P(*)(OCCOCCOC)OCCOCCOC,-81.07
*N=P(*)(OCCOCCOCC)OCCOCCOCC,-78.0
*N=P(*)(OCCOCCOCCCC)OCCOCCOCCCC,-84.0
*N=P(*)(NCC)NCC,30.0
*N=P(*)(N(C)C)N(C)C,-4.0
*N=P(*)(N1CCCCC1)N1CCCCC1,19.0
*N=P(*)(Nc1ccccc1)Nc1ccccc1,91.0
*N=P(*)(Cl)Cl,-63.5
*N=P(*)(Oc1ccc(cc1)Cl)Oc1ccc(cc1)Cl,-4.0
*N=P(*)(Oc1c(cc(cc1)Cl)Cl)Oc1c(cc(cc1)Cl)Cl,2.0
*N=P(*)(Oc1ccc(cc1)C(C)C)Oc1ccc(cc1)C(C)C,0.0
*N=P(*)(Oc1ccc(cc1)C)Oc1ccc(cc1)C,0.3
*N=P(*)(C)C,-46.0
*N=P(*)(Oc1cc2c(cc1)cccc2)Oc1cc2c(cc1)cccc2,47.0
*N=P(*)(Oc1cc(ccc1)C)Oc1cc(ccc1)C,-25.0
*P1(=N*)Oc2ccccc2c2ccccc2O1,160.0
*C(=O)CC*,10.0
*Oc1ccc(cc1)C(=O)c1ccc(cc1)*,157.31
*OS(=O)(=O)c1cc(ccc1)C(=O)c1cc(ccc1)S(=O)(=O)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C,122.0
*OS(=O)(=O)c1cc(ccc1)S(=O)(=O)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C,117.5
*S(=O)(=O)C1C(CCCC1)*,77.0
*S(=O)(=O)C1CC(CCC1)*,108.0
*OS(=O)(=O)c1ccc(cc1)*,119.0
*S(=O)(=O)CC(C*)(C)C,108.5
*S(=O)(=O)c1ccc(cc1)Cc1ccc(cc1)*,227.5
*c1ccc(cc1)*,291.5
*c1ccc(cc1)C(*)C,79.43
*c1ccc(cc1)CC*,66.64
*c1cc(ccc1)CC*,9.0
*c1c(cc(cc1)CC*)C,54.38
*c1c(cc(cc1)CC*)CC,25.0
*c1c(cc(c(c1)C)CC*)C,95.0
*c1ccc(cc1)c1c(cc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)c1c(c(c(c(c1)c1ccccc1)c1ccc(cc1)CCC*)c1ccccc1)c1ccccc1)c1ccccc1,290.0
*c1ccc(cc1)c1c(cc(c(c1c1ccccc1)c1ccccc1)c1cc(ccc1)c1c(c(c(c(c1)c1ccccc1)c1ccc(cc1)CCC*)c1ccccc1)c1ccccc1)c1ccccc1,240.0
*c1ccc(cc1)c1c(cc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)c1c(c(c(c(c1)c1ccccc1)c1ccc(cc1)CCCC*)c1ccccc1)c1ccccc1)c1ccccc1,205.0
*c1ccc(cc1)c1c(cc(c(c1c1ccccc1)c1ccccc1)c1cc(ccc1)c1c(c(c(c(c1)c1ccccc1)c1ccc(cc1)CCCC*)c1ccccc1)c1ccccc1)c1ccccc1,180.0
*c1ccc(cc1)c1c(cc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)c1c(c(c(c(c1)c1ccccc1)c1ccc(cc1)CCCCCC*)c1ccccc1)c1ccccc1)c1ccccc1,250.0
*c1ccc(cc1)c1c(cc(c(c1c1ccccc1)c1ccccc1)c1cc(ccc1)c1c(c(c(c(c1)c1ccccc1)c1ccc(cc1)CCCCCC*)c1ccccc1)c1ccccc1)c1ccccc1,215.0
*c1ccc(cc1)c1c(cc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)c1c(c(c(c(c1)c1ccccc1)c1ccc(cc1)CCCCCCCCCC*)c1ccccc1)c1ccccc1)c1ccccc1,235.0
*c1ccc(cc1)c1c(cc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)c1c(c(c(c(c1)c1ccccc1)c1ccc(cc1)CCCCCCCCCCCCCC*)c1ccccc1)c1ccccc1)c1ccccc1,185.0
*c1ccc(cc1)c1c(cc(c(c1c1ccccc1)c1ccccc1)c1cc(ccc1)c1c(c(c(c(c1)c1ccccc1)c1ccc(cc1)CCCCCCCCCCCCCC*)c1ccccc1)c1ccccc1)c1ccccc1,160.0
*c1c(cc(cc1)CC*)C#N,90.0
*c1c(cc(cc1)CC*)Cl,63.69
*c1c(cc(cc1)CC*)Br,80.0
*c1c2c(c(cc1)CC*)cccc2,160.0
*c1cc(ccc1)*,104.93
*c1ccc(cc1)C=C*,230.0
*c1ccc(cc1)C(C(*)(F)F)(F)F,76.95
*c1cc(ccc1)c1cc(ccc1)C(C(C(*)(F)F)(F)F)(F)F,45.0
*c1ccc(cc1)C(C(*)Cl)(Cl)Cl,160.0
*c1cc(ccc1)C(C(C(*)(F)F)(F)F)(F)F,25.0
*c1ccc(cc1)c1c(cc(c(c1c1ccccc1)c1ccccc1)c1cc(ccc1)c1c(c(c(c(c1)c1ccccc1)c1ccc(cc1)CCCCCCCCCC*)c1ccccc1)c1ccccc1)c1ccccc1,180.0
*c1c(cc(cc1Cl)CC*)Cl,110.0
*C1c2c3c(cccc3ccc2)C1*,282.85
*C(C(CC*)(C)C)(C)C,87.0
*C(C(*)(C([2H])([2H])[2H])[2H])([2H])[2H],-2.67
*C1C2C(C(C1)CC*)CCC2,103.55
*C1C2C(C(C1)CC*)C1C(CC2C1)C,150.0
*C(CCC*)C,-56.55
*C(C*)C1C(CCCC1)C,186.0
*C(C*)C1CCC(CC1)C(C)(C)C,131.0
*C(CCCCC*)C,-66.0
*C(CCCCC*)CC,-73.0
*C(CCCCC*)CCC,-68.0
*C(CCCCC*)CCCC,-69.0
*C(CCCCC*)CCCCCC,-76.0
*C(CCCCC*)CCCCCCCC,-72.0
*C(CCCCC*)CCCCCCCCCC,-65.0
*C(C*)CCCCCCCCCCCCCCCCCC,-88.0
*C1CC(CC1)*,65.1
*C1C2CCC(C1*)C2,251.49
*C(C(CC*)[2H])([2H])C,-47.5
*C1C2CC(C(C1*)C2)C,350.0
*C1C(C2CC(C1C2)*)CCCC,235.0
*C1C(C2CC(C1C2)*)CCCCCC,237.33
*C1C2C(C(C1)CC*)C1C(CC2C1)CC,138.0
*C1C2C(C(C1)CC*)C1CCC2C1,164.0
*C(C*)c1ccc(cc1)C(=O)OCCN(CC)CC,74.0
*C(C*)c1ccc(cc1)C(=NO)Cc1ccccc1,111.0
*C(C*)c1c(cccc1)COCCCCCCCC,13.0
*C(C*)c1ccc(cc1)C(O)C(F)(F)F,110.0
*C(C*)c1ccc(cc1)c1c2ccccc2cc2ccccc12,270.0
*C(C*)(c1nc2c(cc1)cccc2)C,181.8
*C(C*)c1cc(ccc1)OC(=O)C,76.0
*C(C*)c1cc(ccc1)NC(=O)C,163.0
*C(C*)(c1cc2c(cc1)cccc2)C,208.0
*C(C*)c1ccc(cc1)C([Sn](C)(C)C)[Sn](C)(C)C,140.0
*C(C*)c1ccc(cc1)C([Si](C)(C)C)[Si](C)(C)C,156.0
*C(C*)c1ccc(cc1)C[Si](C)(C)C,82.0
*C(C*)c1c(c(c(c(c1[2H])[2H])[2H])[2H])[2H],100.0
*C(C*)(c1ccc(cc1)C#N)C,238.75
*C(CC(C*)c1ccc(cc1)OC(=O)C)(C#N)C#N,150.0
*C(CC(C*)c1ccc(cc1)F)(C#N)C#N,150.0
*C(CC(C*)c1ccc(cc1)Cl)(C#N)C#N,150.0
*C(CC(C*)c1ccc(cc1)CCl)(C#N)C#N,150.0
*C(C*)c1ccc(cc1)COCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F,13.0
*C(C*)c1ccc(cc1)COCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,53.33
*C(C*)c1ccc(cc1)[Si](O[Si](C)(C)C)(C)C,35.5
*C(C*)c1c(cccc1)O,172.0
*C(C*)c1cc(ccc1)O,162.0
*C(C*)c1cc(c(c(c1)OC)OC(=O)C)OC,147.0
*C(C*)c1cc(c(c(c1)OC)O)OC,147.0
*C(C*)c1ccc(cc1)COc1ccc(cc1)c1ccc(cc1)C#N,124.0
*C(C*)c1cc(c(cc1)Cl)[N+](=O)[O-],132.9
*C(C*)c1c(cccc1)Br,148.5
*C(C(*)c1ccc(cc1)N(C)C)c1ccc(cc1)[N+](=O)[O-],139.0
*C(C(CCCC*)c1ccc(cc1)O)c1c(cc(cc1)O)C,25.0
*C(C(CCCCC*)c1ccc(cc1)O)c1c(cc(cc1)O)C,16.0
*C(C(CCCCCC*)c1ccc(cc1)O)c1c(cc(cc1)O)C,18.0
*C(C(CCCCCCC*)c1ccc(cc1)O)c1c(cc(cc1)O)C,4.0
*C(C(CCCCCCCC*)c1ccc(cc1)O)c1c(cc(cc1)O)C,-12.0
*C(C(CCCCCCCCC*)c1ccc(cc1)O)c1c(cc(cc1)O)C,-1.0
*C(C(CCCCCCCCCC*)c1ccc(cc1)O)c1c(cc(cc1)O)C,-4.0
*C(C(CCCCCCCCCCC*)c1ccc(cc1)O)c1c(cc(cc1)O)C,4.0
*C(C(CCCCCCCCCCCC*)c1ccc(cc1)O)c1c(cc(cc1)O)C,-1.0
*C(C*)c1cc(ccc1)Br,102.0
*C(C*)c1cc(c(cc1)OC(=O)C)OC,115.0
*C(C*)c1cc(c(cc1)O)OC,142.0
*C(C*)c1ccc(cc1)COCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,18.0
*C(C*)c1ccc(cc1)[Si](O[Si](O[Si](C)(C)C)(C)C)(C)C,-27.0
*C(C*)c1ccc(cc1)[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C,54.0
*C(C*)c1ccc(cc1)[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,114.0
*C(C*)c1ccc(cc1)CCl,106.0
*C(C*)c1ccc(cc1)OP1(=NP(=NP(=N1)(OCCOCCOCCOC)OCCOCCOCCOC)(OCCOCCOCCOC)OCCOCCOCCOC)OCCOCCOCCOC,-66.5
*C(C*)(c1ccc(cc1)C(O)C(F)(F)F)C,199.0
*C(C*)c1ccc(cc1)[Si](O)(C)C,147.0
*C(C*)c1c(cccc1)OC(=O)C,118.0
*C(C*)c1ccc(cc1)[SiH](C)C,105.0
*C(C*)c1ccc(cc1)Cn1c2ccccc2c2ccccc12,166.0
*C(C(CC*)c1ccccc1)c1ccccc1,101.65
*C(C*)c1c(ccc(c1)C(=O)Oc1ccc(cc1)OC)C(=O)Oc1ccc(cc1)OC,109.67
*C(C*)c1c(c(c(c(c1F)F)OCC(C(F)(F)F)(F)F)F)F,53.0
